tpms_type,unit_cell_size_mm,wall_thickness_mm,porosity_min,porosity_max,func_degree,stl_path,compressive_strength_MPa,tensile_strength_MPa,max_force_N,cross_sectional_area_m2,energy_absorption_J,max_displacement_mm,max_strain,status
gyroid,9.0,3.0,0.2,0.7,2,gyroid_outputs/gyroid_20251203_030431.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.2,0.8,1,gyroid_outputs/gyroid_20251203_030434.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.2,0.8,2,gyroid_outputs/gyroid_20251203_030437.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.2,0.9,1,gyroid_outputs/gyroid_20251203_030439.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.2,0.9,2,gyroid_outputs/gyroid_20251203_030442.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.5,1,gyroid_outputs/gyroid_20251203_030445.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.5,2,gyroid_outputs/gyroid_20251203_030448.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.6,1,gyroid_outputs/gyroid_20251203_030451.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.6,2,gyroid_outputs/gyroid_20251203_030454.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.7,1,gyroid_outputs/gyroid_20251203_030456.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.7,2,gyroid_outputs/gyroid_20251203_030459.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.8,1,gyroid_outputs/gyroid_20251203_030502.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.8,2,gyroid_outputs/gyroid_20251203_030505.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.9,1,gyroid_outputs/gyroid_20251203_030508.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.3,0.9,2,gyroid_outputs/gyroid_20251203_030514.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.5,1,gyroid_outputs/gyroid_20251203_030517.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.5,2,gyroid_outputs/gyroid_20251203_030520.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
